0,3,Owen Harris Braund,1,22,1,0,7.25
1,1,John Bradley (Florence Briggs Thayer) Cumings,0,38,1,0,71.2833
1,3,Laina Heikkinen,0,26,0,0,7.925
1,1,Jacques Heath (Lily May Peel) Futrelle,0,35,1,0,53.1
0,3,William Henry Allen,1,35,0,0,8.05
0,3,James Moran,1,27,0,0,8.4583
0,1,Timothy J McCarthy,1,54,0,0,51.8625
0,3,Gosta Leonard Palsson,1,2,3,1,21.075
1,3,Oscar W (Elisabeth Vilhelmina Berg) Johnson,0,27,0,2,11.1333
1,2,Nicholas (Adele Achem) Nasser,0,14,1,0,30.0708
1,3,Marguerite Rut Sandstrom,0,4,1,1,16.7
1,1,Elizabeth Bonnell,0,58,0,0,26.55
0,3,William Henry Saundercock,1,20,0,0,8.05
0,3,Anders Johan Andersson,1,39,1,5,31.275
0,3,Hulda Amanda Adolfina Vestrom,0,14,0,0,7.8542
1,2,(Mary D Kingcome) Hewlett,0,55,0,0,16
0,3,Eugene Rice,1,2,4,1,29.125
1,2,Charles Eugene Williams,1,23,0,0,13
0,3,Julius (Emelia Maria Vandemoortele) Vander Planke,0,31,1,0,18
1,3,Fatima Masselmani,0,22,0,0,7.225
0,2,Joseph J Fynney,1,35,0,0,26
1,2,Lawrence Beesley,1,34,0,0,13
1,3,Anna McGowan,0,15,0,0,8.0292
1,1,William Thompson Sloper,1,28,0,0,35.5
0,3,Torborg Danira Palsson,0,8,3,1,21.075
1,3,Carl Oscar (Selma Augusta Emilia Johansson) Asplund,0,38,1,5,31.3875
0,3,Farred Chehab Emir,1,26,0,0,7.225
0,1,Charles Alexander Fortune,1,19,3,2,263
1,3,Ellen O'Dwyer,0,24,0,0,7.8792
0,3,Lalio Todoroff,1,23,0,0,7.8958
0,1,Manuel E Uruchurtu,1,40,0,0,27.7208
1,1,William Augustus (Marie Eugenie) Spencer,0,48,1,0,146.521
1,3,Mary Agatha Glynn,0,18,0,0,7.75
0,2,Edward H Wheadon,1,66,0,0,10.5
0,1,Edgar Joseph Meyer,1,28,1,0,82.1708
0,1,Alexander Oskar Holverson,1,42,1,0,52
1,3,Hanna Mamee,1,18,0,0,7.2292
0,3,Ernest Charles Cann,1,21,0,0,8.05
0,3,Augusta Maria Vander Planke,0,18,2,0,18
1,3,Jamila Nicola-Yarred,0,14,1,0,11.2417
0,3,Johan (Johanna Persdotter Larsson) Ahlin,0,40,1,0,9.475
0,2,William John Robert (Dorothy Ann Wonnacott) Turpin,0,27,1,0,21
1,2,Simonne Marie Anne Andree Laroche,0,3,1,2,41.5792
1,3,Margaret Delia Devaney,0,19,0,0,7.8792
0,3,William John Rogers,1,30,0,0,8.05
0,3,Denis Lennon,1,20,1,0,15.5
1,3,Bridget O'Driscoll,0,27,0,0,7.75
0,3,Youssef Samaan,1,16,2,0,21.6792
0,3,Josef (Josefine Franchi) Arnold-Franchi,0,18,1,0,17.8
0,3,Juha Niilo Panula,1,7,4,1,39.6875
0,3,Richard Cater Nosworthy,1,21,0,0,7.8
1,1,Henry Sleeper (Myna Haxtun) Harper,0,49,1,0,76.7292
1,2,Lizzie (Elizabeth Anne Wilkinson) Faunthorpe,0,29,1,0,26
0,1,Engelhart Cornelius Ostby,1,65,0,1,61.9792
1,1,Hugh Woolner,1,46,0,0,35.5
1,2,Emily Rugg,0,21,0,0,10.5
0,3,Mansouer Novel,1,28,0,0,7.2292
1,2,Constance Mirium West,0,5,1,2,27.75
0,3,William Frederick Goodwin,1,11,5,2,46.9
0,3,Orsen Sirayanian,1,22,0,0,7.2292
1,1,Amelie Icard,0,38,0,0,80
0,1,Henry Birkhardt Harris,1,45,1,0,83.475
0,3,Harald Skoog,1,4,3,2,27.9
0,1,Albert A Stewart,1,64,0,0,27.7208
1,3,Gerios Moubarek,1,7,1,1,15.2458
1,2,(Elizabeth Ramell) Nye,0,29,0,0,10.5
0,3,Ernest James Crease,1,19,0,0,8.1583
1,3,Erna Alexandra Andersson,0,17,4,2,7.925
0,3,Vincenz Kink,1,26,2,0,8.6625
0,2,Stephen Curnow Jenkin,1,32,0,0,10.5
0,3,Lillian Amy Goodwin,0,16,5,2,46.9
0,2,Ambrose Jr Hood,1,21,0,0,73.5
0,3,Apostolos Chronopoulos,1,26,1,0,14.4542
1,3,Lee Bing,1,32,0,0,56.4958
0,3,Sigurd Hansen Moen,1,25,0,0,7.65
0,3,Ivan Staneff,1,23,0,0,7.8958
0,3,Rahamin Haim Moutal,1,28,0,0,8.05
1,2,Alden Gates Caldwell,1,0,0,2,29
1,3,Elizabeth Dowdell,0,30,0,0,12.475
0,3,Achille Waelens,1,22,0,0,9
1,3,Jan Baptist Sheerlinck,1,29,0,0,9.5
1,3,Brigdet Delia McDermott,0,31,0,0,7.7875
0,1,Francisco M Carrau,1,28,0,0,47.1
1,2,Bertha Ilett,0,17,0,0,10.5
1,3,Karl Alfred (Maria Mathilda Gustafsson) Backstrom,0,33,3,0,15.85
0,3,William Neal Ford,1,16,1,3,34.375
0,3,Selman Francis Slocovski,1,20,0,0,8.05
1,1,Mabel Helen Fortune,0,23,3,2,263
0,3,Francesco Celotti,1,24,0,0,8.05
0,3,Emil Christmann,1,29,0,0,8.05
0,3,Paul Edvin Andreasson,1,20,0,0,7.8542
0,1,Herbert Fuller Chaffee,1,46,1,0,61.175
0,3,Bertram Frank Dean,1,26,1,2,20.575
0,3,Daniel Coxon,1,59,0,0,7.25
0,3,Charles Joseph Shorney,1,22,0,0,8.05
0,1,George B Goldschmidt,1,71,0,0,34.6542
1,1,William Bertram Greenfield,1,23,0,1,63.3583
1,2,John T (Ada Julia Bone) Doling,0,34,0,1,23
0,2,Sinai Kantor,1,34,1,0,26
0,3,Matilda Petranec,0,28,0,0,7.8958
0,3,Pastcho Petroff,1,29,0,0,7.8958
0,1,Richard Frasar White,1,21,0,1,77.2875
0,3,Gustaf Joel Johansson,1,33,0,0,8.6542
0,3,Anders Vilhelm Gustafsson,1,37,2,0,7.925
0,3,Stoytcho Mionoff,1,28,0,0,7.8958
1,3,Anna Kristine Salkjelsvik,0,21,0,0,7.65
1,3,Albert Johan Moss,1,29,0,0,7.775
0,3,Tido Rekic,1,38,0,0,7.8958
1,3,Bertha Moran,0,28,1,0,24.15
0,1,Walter Chamberlain Porter,1,47,0,0,52
0,3,Hileni Zabour,0,14,1,0,14.4542
0,3,David John Barton,1,22,0,0,8.05
0,3,Katriina Jussila,0,20,1,0,9.825
0,3,Malake Attalah,0,17,0,0,14.4583
0,3,Edvard Pekoniemi,1,21,0,0,7.925
0,3,Patrick Connors,1,70,0,0,7.75
0,2,William John Robert Turpin,1,29,1,0,21
0,1,Quigg Edmond Baxter,1,24,0,1,247.521
0,3,Ellis Anna Maria Andersson,0,2,4,2,31.275
0,2,Stanley George Hickman,1,21,2,0,73.5
0,3,Leonard Charles Moore,1,19,0,0,8.05
0,2,Nicholas Nasser,1,32,1,0,30.0708
1,2,Susan Webber,0,32,0,0,13
0,1,Percival Wayland White,1,54,0,1,77.2875
1,3,Elias Nicola-Yarred,1,12,1,0,11.2417
0,3,Martin McMahon,1,19,0,0,7.75
1,3,Fridtjof Arne Madsen,1,24,0,0,7.1417
1,3,Anna Peter,0,2,1,1,22.3583
0,3,Johan Ekstrom,1,45,0,0,6.975
0,3,Jozef Drazenoic,1,33,0,0,7.8958
0,3,Domingos Fernandeo Coelho,1,20,0,0,7.05
0,3,Alexander A (Grace Charity Laury) Robins,0,47,1,0,14.5
1,2,Leopold (Mathilde Francoise Pede) Weisz,0,29,1,0,26
0,2,Samuel James Hayden Sobey,1,25,0,0,13
0,2,Emile Richard,1,23,0,0,15.0458
1,1,Helen Monypeny Newsom,0,19,0,2,26.2833
0,1,Jacques Heath Futrelle,1,37,1,0,53.1
0,3,Olaf Elon Osen,1,16,0,0,9.2167
0,1,Victor Giglio,1,24,0,0,79.2
0,3,Joseph (Sultana) Boulos,0,40,0,2,15.2458
1,3,Anna Sofia Nysten,0,22,0,0,7.75
1,3,Pekka Pietari (Elin Matilda Dolck) Hakkarainen,0,24,1,0,15.85
0,3,Jeremiah Burke,1,19,0,0,6.75
0,2,Edgardo Samuel Andrew,1,18,0,0,11.5
0,2,Joseph Charles Nicholls,1,19,1,1,36.75
1,3,August Edvard Andersson,1,27,0,0,7.7958
0,3,Robina Maggie Ford,0,9,2,2,34.375
0,2,Michel Navratil,1,36,0,2,26
0,2,Thomas Roussel Davids Byles,1,42,0,0,13
0,2,Robert James Bateman,1,51,0,0,12.525
1,1,Thomas (Edith Wearne) Pears,0,22,1,0,66.6
0,3,Alfonzo Meo,1,55,0,0,8.05
0,3,Austin Blyler van Billiard,1,40,0,2,14.5
0,3,Ole Martin Olsen,1,27,0,0,7.3125
0,1,Charles Duane Williams,1,51,0,1,61.3792
1,3,Katherine Gilnagh,0,16,0,0,7.7333
0,3,Harry Corn,1,30,0,0,8.05
0,3,Mile Smiljanic,1,37,0,0,8.6625
0,3,Thomas Henry Sage,1,5,8,2,69.55
0,3,John Hatfield Cribb,1,44,0,1,16.1
1,2,James (Elizabeth Inglis Milne) Watt,0,40,0,0,15.75
0,3,John Viktor Bengtsson,1,26,0,0,7.775
0,3,Jovo Calic,1,17,0,0,8.6625
0,3,Eino Viljami Panula,1,1,4,1,39.6875
